종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
024070,WISCOM,"2,580","-40","1.53","2,585","2,580","98,799","255,532,230","2,620","2,680","2,540","500",원(KRW),"15,326,438","39,542,210,040",
052300,W홀딩컴퍼니,"301","2","0.67","303","301","2,034,117","615,036,505","300","309","298","100",원(KRW),"232,418,093","69,957,845,993",
057030,YBM넷,"7,660","150","2.00","7,660","7,640","283,454","2,175,199,530","7,400","7,800","7,400","500",원(KRW),"16,312,697","124,955,259,020",
037270,YG PLUS,"5,690","410","7.77","5,700","5,690","8,614,994","48,670,324,600","5,260","5,890","5,150","500",원(KRW),"59,496,045","338,532,496,050",
040300,YTN,"3,920","20","0.51","3,920","3,915","247,371","966,797,670","3,810","4,065","3,780","1,000",원(KRW),"42,000,000","164,640,000,000",
051390,YW,"3,880","30","0.78","3,880","3,840","37,146","142,062,400","3,850","3,885","3,800","500",원(KRW),"11,355,368","44,058,827,840",
052220,iMBC,"6,840","290","4.43","6,840","6,830","1,884,517","12,689,702,220","6,420","6,940","6,320","500",원(KRW),"23,000,000","157,320,000,000",
079940,가비아,"13,400","100","0.75","13,450","13,400","220,094","2,926,818,750","13,300","13,800","12,950","500",원(KRW),"13,535,684","181,378,165,600",
078890,가온미디어,"6,890","530","8.33","6,900","6,890","9,124,888","65,558,748,820","6,340","7,920","6,240","500",원(KRW),"15,074,293","103,861,878,770",
000500,가온전선,"22,200","0","0.00","22,200","22,050","12,884","285,363,700","22,200","22,500","21,900","5,000",원(KRW),"4,160,347","92,359,703,400",
192410,감마누,"2,210","30","1.38","2,215","2,210","188,441","416,513,240","2,185","2,265","2,175","500",원(KRW),"26,903,874","59,457,561,540",
000860,강남제비스코,"20,750","200","0.97","20,750","20,550","34,383","702,963,050","20,350","21,150","20,050","1,000",원(KRW),"6,500,000","134,875,000,000",
217730,강스템바이오텍,"8,000","-330","3.96","8,020","8,000","761,015","6,141,961,150","8,170","8,270","7,900","500",원(KRW),"24,836,666","198,693,328,000",
114190,강원,"2,500","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"18,154,911","45,387,277,500",
035250,강원랜드,"24,900","1,200","5.06","24,950","24,900","2,679,231","65,539,204,100","23,800","24,950","23,550","500",원(KRW),"213,940,500","5,327,118,450,000",
094480,갤럭시아머니트리,"4,220","355","9.18","4,220","4,215","8,522,728","36,433,760,630","3,865","4,490","3,865","500",원(KRW),"39,229,838","165,549,916,360",
011420,갤럭시아에스엠,"1,440","0","0.00","1,440","1,430","154,646","221,612,480","1,440","1,455","1,415","500",원(KRW),"27,549,644","39,671,487,360",
063080,게임빌,"36,150","-1,100","2.95","36,400","36,150","55,663","2,038,746,550","36,950","37,400","35,950","500",원(KRW),"6,595,192","238,416,190,800",
044480,경남바이오파마,"3,205","5","0.16","3,205","3,200","1,847,557","6,332,787,415","3,200","3,750","3,115","500",원(KRW),"20,127,806","64,509,618,230",
039240,경남스틸,"1,850","5","0.27","1,855","1,850","439,242","827,797,635","1,840","2,015","1,815","100",원(KRW),"25,000,000","46,250,000,000",
053950,경남제약,"8,830","990","12.63","8,840","8,830","9,368,573","86,669,079,690","7,830","10,050","7,420","500",원(KRW),"17,442,567","154,017,866,610",
223310,경남제약헬스케어,"3,320","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"11,396,461","37,836,250,520",
002100,경농,"12,250","-250","2.00","12,300","12,250","89,135","1,096,061,500","12,500","12,500","12,150","500",원(KRW),"21,691,750","265,723,937,500",
009450,경동나비엔,"52,600","-300","0.57","52,600","52,300","58,693","3,062,659,500","52,700","52,700","51,600","1,000",원(KRW),"13,604,730","715,608,798,000",
267290,경동도시가스,"19,000","-100","0.52","19,050","19,000","28,188","537,498,150","19,100","19,500","18,800","2,500",원(KRW),"5,895,406","112,012,714,000",
012320,경동인베스트,"29,600","-400","1.33","29,600","29,550","6,477","192,204,250","29,800","30,000","29,450","5,000",원(KRW),"2,365,023","70,004,680,800",
011040,경동제약,"10,150","-100","0.98","10,200","10,150","206,006","2,102,182,100","10,200","10,350","10,050","500",원(KRW),"30,768,766","312,302,974,900",
000050,경방,"12,550","200","1.62","12,550","12,500","29,334","363,465,550","12,300","12,550","12,150","500",원(KRW),"27,415,270","344,061,638,500",
214390,경보제약,"15,800","0","0.00","15,900","15,800","259,602","4,150,204,050","15,950","16,400","15,700","500",원(KRW),"23,906,860","377,728,388,000",
012610,경인양행,"7,710","540","7.53","7,720","7,710","5,875,977","44,214,393,220","7,350","7,740","7,260","500",원(KRW),"41,276,365","318,240,774,150",
009140,경인전자,"28,500","800","2.89","28,500","28,400","25,044","711,767,950","27,800","29,900","27,700","5,000",원(KRW),"1,570,797","44,767,714,500",
024910,경창산업,"2,840","-5","0.18","2,845","2,840","312,015","885,313,045","2,825","2,900","2,780","500",원(KRW),"35,819,005","101,725,974,200",
013580,계룡건설,"32,100","50","0.16","32,100","32,050","308,538","9,845,952,200","32,050","32,950","30,950","5,000",원(KRW),"8,930,907","286,682,114,700",
012200,계양전기,"4,840","100","2.11","4,845","4,840","1,308,837","6,362,631,290","4,665","5,050","4,665","500",원(KRW),"32,600,000","157,784,000,000",
012205,계양전기우,"7,250","60","0.83","7,250","7,180","14,058","101,295,750","7,280","7,300","7,060","500",원(KRW),"1,400,000","10,150,000,000",
002140,고려산업,"4,305","40","0.94","4,310","4,305","557,827","2,428,754,455","4,285","4,460","4,220","1,000",원(KRW),"24,939,425","107,364,224,625",
198440,고려시멘트,"3,130","60","1.95","3,130","3,125","493,008","1,523,450,295","3,020","3,150","3,010","100",원(KRW),"31,979,960","100,097,274,800",
049720,고려신용정보,"5,770","10","0.17","5,790","5,770","78,508","456,547,950","5,750","5,900","5,750","500",원(KRW),"14,300,000","82,511,000,000",
010130,고려아연,"418,500","-3,000","0.71","419,000","418,500","85,062","35,427,155,500","423,000","423,000","412,000","5,000",원(KRW),"18,870,000","7,897,095,000,000",
002240,고려제강,"14,800","50","0.34","14,850","14,800","38,923","576,503,050","14,700","15,000","14,500","1,000",원(KRW),"20,000,000","296,000,000,000",
014570,고려제약,"9,820","-80","0.81","9,830","9,820","90,850","900,393,690","9,900","10,100","9,810","500",원(KRW),"11,000,000","108,020,000,000",
348150,고바이오랩,"50,000","-5,600","10.07","50,100","50,000","1,339,474","70,410,591,650","54,200","55,300","50,000","500",원(KRW),"15,518,506","775,925,300,000",
098460,고영,"120,900","1,100","0.92","120,900","120,500","79,283","9,394,329,892","116,000","120,900","115,900","500",원(KRW),"13,730,951","1,660,071,975,900",
038530,골드퍼시픽,"1,350","-5","0.37","1,350","1,345","1,484,888","2,058,711,145","1,355","1,395","1,310","500",원(KRW),"66,197,245","89,366,280,750",
900280,골든센츄리,"275","-3","1.08","278","275","1,138,001","315,658,556","278","282","271","0.2",미국달러(USD),"158,780,000","43,664,500,000",
215000,골프존,"69,000","300","0.44","69,000","68,900","32,282","2,219,104,900","68,200","69,400","67,800","500",원(KRW),"6,275,415","433,003,635,000",
121440,골프존뉴딘홀딩스,"5,370","60","1.13","5,370","5,360","79,822","425,858,370","5,260","5,420","5,210","500",원(KRW),"42,836,818","230,033,712,660",
183410,골프존데카,"1,445","-255","15.00","1,445","0","75","108,475","1,450","1,450","1,445","500",원(KRW),"4,111,161","5,940,627,645",
076340,관악산업,"6,590","-10","0.15","6,390","6,040","1","6,590","6,590","6,590","6,590","500",원(KRW),"4,871,460","32,102,921,400",
009290,광동제약,"9,950","-50","0.50","9,960","9,950","523,937","5,240,222,900","10,000","10,200","9,870","1,000",원(KRW),"52,420,851","521,587,467,450",
014200,광림,"1,660","-20","1.19","1,660","1,655","146,266","244,154,770","1,665","1,700","1,650","500",원(KRW),"52,922,234","87,850,908,440",
017040,광명전기,"2,165","125","6.13","2,165","2,160","1,836,699","3,902,945,270","2,040","2,175","2,040","500",원(KRW),"43,337,615","93,825,936,475",
017900,광전자,"2,525","75","3.06","2,530","2,525","1,854,107","4,665,381,975","2,455","2,590","2,405","500",원(KRW),"57,943,763","146,308,001,575",
037710,광주신세계,"157,500","1,500","0.96","157,500","157,000","3,143","494,894,000","157,000","159,500","156,000","5,000",원(KRW),"1,600,000","252,000,000,000",
026910,광진실업,"4,670","0","0.00","4,670","4,660","114,980","529,915,915","4,675","4,705","4,550","500",원(KRW),"6,405,405","29,913,241,350",
090150,광진윈텍,"4,525","-175","3.72","4,540","4,525","144,531","658,158,745","4,675","4,685","4,370","500",원(KRW),"9,658,393","43,704,228,325",
355150,교보10호스팩,"2,055","-5","0.24","2,065","2,055","1,046","2,149,055","2,045","2,080","2,045","100",원(KRW),"5,320,000","10,932,600,000",
307280,교보8호스팩,"4,490","-370","7.61","4,495","4,490","201,210","931,319,570","4,865","4,865","4,460","100",원(KRW),"3,720,000","16,702,800,000",
331520,교보9호스팩,"2,090","5","0.24","2,090","2,070","3,081","6,409,320","2,060","2,090","2,060","100",원(KRW),"3,880,000","8,109,200,000",
030610,교보증권,"8,420","80","0.96","8,420","8,360","371,192","3,097,495,470","8,490","8,490","8,140","5,000",원(KRW),"64,653,296","544,380,752,320",
